iteration,timestamp,T1,V5F,J5,V5
0,2025-11-06 20:48:37.958844,0.0,0.0,0.0,1
1,2025-11-06 20:48:41.093792,3.191578061938476,130.7858810844209,55.54426850300372,1
2,2025-11-06 20:48:44.184431,3.3316551302543784,115.21232337486254,55.4629970348608,1
3,2025-11-06 20:48:47.002596,3.4550522688076577,114.28503381580413,55.573970611669985,1
4,2025-11-06 20:48:50.064960,3.5774562486737036,113.36957686694404,55.68419342573545,1
5,2025-11-06 20:48:52.767864,3.69887973569947,112.46562802966764,55.79367081947656,1
6,2025-11-06 20:48:55.624089,3.819335055158373,111.57287439459651,55.90240797199535,1
7,2025-11-06 20:48:58.262212,3.938834194102618,110.69102333351566,56.010410353326314,1
8,2025-11-06 20:49:01.371306,4.057388841315589,109.81980539668257,56.117683105510764,1
9,2025-11-06 20:49:04.489802,4.175010374185846,124.16183871209796,56.43063532010892,1
10,2025-11-06 20:49:07.386885,4.307992814231193,123.73806380253427,56.55755449756777,1
11,2025-11-06 20:49:10.474110,4.440521377551061,123.30774387180554,56.683944169709015,1
12,2025-11-06 20:49:13.257895,4.572589049567835,139.2404317311957,57.05538283656729,1
13,2025-11-06 20:49:16.145057,4.721721288739996,138.6089458378592,57.19455832632121,1
14,2025-11-06 20:49:19.325750,4.870177170313669,137.97317482442395,57.33302844862208,1
15,2025-11-06 20:49:22.380108,5.0179521226288255,137.33315345859864,57.47079034596608,1
16,2025-11-06 20:49:25.256276,5.165041589515071,122.22131671535408,57.393046700939344,1
17,2025-11-06 20:49:28.221668,5.295945653985377,121.18632258932394,57.509371139502704,1
18,2025-11-06 20:49:30.815886,5.425741195303332,120.16443009486011,57.62487532847241,1
19,2025-11-06 20:49:33.825336,5.554442246594036,119.15527996563924,57.73956456554181,1
20,2025-11-06 20:49:36.891175,5.682062461774011,118.15854480573762,57.8534441269746,1
21,2025-11-06 20:49:39.760199,5.808615129246465,117.17389432192249,57.966519446804064,1
22,2025-11-06 20:49:42.114424,5.934113199398773,116.2010185021245,58.07879569919175,1
23,2025-11-06 20:49:45.434174,6.058569278156656,115.23962471812865,58.190278308139575,1
24,2025-11-06 20:49:49.171343,6.18199566167662,121.20317913343115,58.3956578295977,1
25,2025-11-06 20:49:52.514159,6.311809262871278,120.71536210441991,58.5186354833856,1
26,2025-11-06 20:49:55.285279,6.441100386570995,120.22150708332902,58.641030018867056,1
27,2025-11-06 20:49:58.815716,6.569862568664203,119.7216691190306,58.76283666044913,1
28,2025-11-06 20:50:02.326413,6.698089406017549,119.21590615770583,58.884050652465895,1
29,2025-11-06 20:50:05.788136,6.825774553248514,118.70428194015403,59.00466734560929,1
30,2025-11-06 20:50:09.330780,6.952911726433761,118.18685730986545,59.124682312168396,1
31,2025-11-06 20:50:12.875013,7.079494715603369,103.34697068685728,59.05835487934348,1
