iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4attack
0,2024-06-16 12:56:12.611669,3.0509999999999993,3.0509999999999993,-15.24,-15.24,-15.24,-15.24,-15.24,1450.0,1.0,1450.0,1.0,0
1,2024-06-16 12:56:18.631506,3.364747310338268,3.2481728419515297,77.71089056501289,78.09886954336274,54.490973682758714,54.34660723729726,54.34743538299764,213.93606607871055,1.0,286.1669393185446,1.0,0
2,2024-06-16 12:56:22.680186,3.671706680238054,3.448975230608928,77.72142576920038,78.10417397424146,54.798965764409395,54.54380094307692,54.66112571087362,212.94852887749113,1.0,284.20557790288825,1.0,0
3,2024-06-16 12:56:28.152305,3.9730355490850666,3.652260528590001,77.73184060322329,78.10954460226385,55.101232666602314,54.74461778998197,54.96803862069711,211.94866761295918,1.0,282.2666260572955,1.0,0
4,2024-06-16 12:56:33.919183,4.269386479439203,3.8573869850878624,77.74215289002028,78.11496355561667,55.39847476176433,54.94791390819682,55.26932702643835,210.93980951868002,1.0,280.3467656472929,1.0,0
5,2024-06-16 12:56:39.313653,4.5611953285259075,4.063929165027548,77.75237425762343,78.1204211601105,55.69114737595791,55.15304874088841,55.56564153782059,209.92375565910302,1.0,278.44383185737166,1.0,0
6,2024-06-16 12:56:49.538669,4.848784209364241,4.271574945075252,77.7625131310376,78.12591115960642,55.97958218154292,55.359597484289786,55.85741698053596,208.90167075295096,1.0,276.55625618642136,1.0,1
7,2024-06-16 12:56:55.635833,5.13240509219375,4.4800819539734755,77.772575984813,78.13142903903221,56.26403671594629,55.56724840701358,56.144974828241295,207.87439538083257,1.0,274.68283325362637,1.0,1
8,2024-06-16 12:57:00.875299,5.412262971912664,4.689254453077714,77.78256799949959,78.13697133657037,56.54471948834151,55.77575940217943,56.42856662086847,206.8425740366984,1.0,272.82259858496917,1.0,1
9,2024-06-16 12:57:06.492621,5.688529467850313,4.898929779961343,77.79249344420339,78.14253528447517,56.82180446771555,55.98493492038162,56.70839704612855,205.80672199767008,1.0,270.9747573918744,1.0,1
10,2024-06-16 12:57:12.040639,5.961351417859189,5.108969791167946,77.80235591676629,78.14811860129554,57.095440130910205,56.194612440779274,56.98463749421723,204.76726400634968,1.0,269.1386398564531,1.0,1
11,2024-06-16 12:57:16.646308,6.2308566214479,5.319255150046815,77.812158503309,78.15371936219881,57.36575545809323,56.404653929537254,57.25743462617835,203.72455841293723,1.0,267.3136714290403,1.0,1
12,2024-06-16 12:57:21.326718,6.497157849317661,5.529681343118187,77.82190388899086,78.15933591324352,57.632864092104725,56.61494013722248,57.5269161013554,202.678913135246,1.0,265.4993522077978,1.0,1
13,2024-06-16 12:57:26.329183,6.762217511367896,5.743943104133954,77.83600952274622,78.17330159571029,57.8982431987281,56.82538963317302,57.79320819931183,200.078892267482,1.0,262.87327631036874,1.0,1
14,2024-06-16 12:57:31.444048,7.024285211263324,5.9581177146258515,77.8457261250264,78.17902702701535,58.16109580013357,57.03965086072938,58.058246009276466,199.01297651967386,1.0,261.0643157563563,1.0,1
15,2024-06-16 12:57:35.607574,7.283440349705665,6.172133306660575,77.85539318127113,78.18476422686724,58.421035531526215,57.25382449832419,58.32029264017682,197.94486979643185,1.0,259.2645792933544,1.0,1
16,2024-06-16 12:57:40.975017,7.41502965805982,6.381161243453186,65.58456354579012,77.45692455149943,58.60744174356714,57.46780988804231,58.578727492219166,333.44833329339417,1.0,0.0,0.0,1
17,2024-06-16 12:57:46.500129,7.547410230001209,6.587806409195254,65.67035433529439,77.46490610315226,58.73935489286378,57.67682361058624,58.71032000691926,331.9623908123197,1.0,0.0,0.0,1
18,2024-06-16 12:57:51.151265,7.680563285024556,6.792088817242008,65.75663649689955,77.4728814719734,58.87205317058961,57.88345481868945,58.84270372446248,330.4775994022024,1.0,0.0,0.0,1
19,2024-06-16 12:57:55.351509,7.8144696911315465,6.994028788530683,65.84339824126127,77.48085087818917,59.005517579088476,58.08772352424858,58.975859862193495,328.99391806303055,1.0,0.0,0.0,1
20,2024-06-16 12:58:01.259338,7.949110033478701,7.193646961973272,65.93062736725206,77.48881414559808,59.139728753357915,58.28965004675937,59.10976928580705,327.51137959861535,1.0,0.0,0.0,1
21,2024-06-16 12:58:06.479081,8.084464591697568,7.390964316347294,66.01831149233307,77.49677110198337,59.274667037030376,58.48925502376673,59.244412578068335,326.0300160709208,1.0,0.0,0.0,1
22,2024-06-16 12:58:11.504578,8.342235885524211,7.591034950546271,77.8972308008419,78.21980196084643,59.480210955299015,58.68658818502024,59.3804620804461,191.4218201909466,1.0,251.47558049572353,1.0,1
23,2024-06-16 12:58:15.710946,8.59673267016327,7.791314837234061,77.90697488207263,78.22543042452811,59.73562489960696,58.88666002818259,59.6382100341785,190.3739571122395,1.0,249.66150412692056,1.0,1
24,2024-06-16 12:58:20.395453,8.848070724125652,7.991696663479229,77.91666044129138,78.23107495460175,59.987872038744634,59.08694050422359,59.892684545099726,189.32310291910602,1.0,247.85832292581233,1.0,1
25,2024-06-16 12:58:26.257320,9.095484324252308,8.190320067282835,77.92422764504906,78.23286485530845,60.23644848151763,59.28731220018074,60.14399525637707,188.98987328999593,1.0,246.44952047541858,1.0,1
26,2024-06-16 12:58:31.314424,9.339924024859691,8.388892640434985,77.93376455518697,78.23849724592175,60.48179405421971,59.48593531228048,60.39138838098466,187.94127912605933,1.0,244.67401359048372,1.0,1
27,2024-06-16 12:58:36.724757,9.574933482084614,8.542194289505252,77.19859201785476,70.23764906554224,60.71981725115942,59.68427364864939,60.635764551852766,0.0,0.0,381.54265162676404,1.0,1
28,2024-06-16 12:58:40.942551,9.806480656080131,8.696408538938186,77.21137890991339,70.30508278134383,60.95252497451977,59.83757950893959,60.87075121963349,0.0,0.0,379.1620886814545,1.0,1
29,2024-06-16 12:58:45.800168,10.034705597999611,8.851406989675462,77.22410736566313,70.37283997663026,61.18189091486463,59.99179739410672,61.10227679725622,0.0,0.0,376.79240494830657,1.0,1
30,2024-06-16 12:58:50.459008,10.259732358282735,9.007076864952253,77.23677928288859,70.44087204368182,61.40804146744847,60.14679897019992,61.33048120066745,0.0,0.0,374.43324711271873,1.0,1
31,2024-06-16 12:58:55.695698,10.184067043328836,9.062405249628629,61.25274952973005,60.81667603163632,61.54432501352431,60.30213457365188,61.55462931526531,0.0,0.0,0.0,0.0,1
32,2024-06-16 12:59:00.307270,10.112310304869505,9.113825058278412,61.20514044898855,60.812060441469406,61.469633373039855,60.35745563624805,61.47897364065273,0.0,0.0,0.0,0.0,1
33,2024-06-16 12:59:04.923924,10.044426500269402,9.161371933490754,61.1599467126975,60.80744877862742,61.39879786718184,60.4088686427238,61.40722602330825,0.0,0.0,0.0,0.0,1
34,2024-06-16 12:59:09.252646,9.980378301286667,9.205083203471974,61.117146376694265,60.80284136815101,61.33178332515895,60.456409231069436,61.33935082526828,0.0,0.0,0.0,0.0,1
35,2024-06-16 12:59:13.967836,9.920126504176631,9.24499807198657,61.07671648467251,60.79823862619405,61.268552911794494,60.50011472469693,61.275310723172886,0.0,0.0,0.0,0.0,1
36,2024-06-16 12:59:18.939344,9.863629806118196,9.281157841805525,61.038632967803174,60.79364110140738,61.20906794005153,60.54002432236288,61.2150665183932,0.0,0.0,0.0,0.0,1
37,2024-06-16 12:59:25.115127,9.813530797610227,9.31766391637415,61.01789329635359,60.81488867059041,61.153780199175074,60.57618455967657,61.15858179020786,0.0,0.0,0.0,0.0,1
38,2024-06-16 12:59:29.391502,9.767148967173107,9.350452813174956,60.986391960898295,60.81185335334385,61.10432644365263,60.61268581554435,61.10848917034335,0.0,0.0,0.0,0.0,1
39,2024-06-16 12:59:33.399173,9.72443832545639,9.379570521527892,60.95718998725841,60.80882614217784,61.05854005892169,60.64547038920295,61.06211323540824,0.0,0.0,0.0,0.0,1
40,2024-06-16 12:59:38.791137,9.68534984239441,9.40506607149513,60.930259522288765,60.80580837621616,61.016375675241186,60.674584264278224,61.01940800218694,0.0,0.0,0.0,0.0,1
41,2024-06-16 12:59:42.771253,9.649830960762468,9.426992020265162,60.905571061855916,60.80280191565198,60.97778492382316,60.70007646486933,60.98032444716103,0.0,0.0,0.0,0.0,1
42,2024-06-16 12:59:48.579651,9.617824980601942,9.445405067797825,60.883093287685575,60.799809443785804,60.94271595747876,60.72199954193671,60.94481002013589,0.0,0.0,0.0,0.0,0
43,2024-06-16 12:59:53.603020,9.589270266796415,9.46036684918748,60.86279294086644,60.79683501757398,60.911112844452695,60.74041018898556,60.91280802875886,0.0,0.0,0.0,0.0,0
