,J1,J2,J3,J4,J5,J5S,J1S,J4S
45,-0.00012430150600852076,-0.00012440257554181044,-0.00012429799206141123,-0.00012509407445023102,-0.00012429796844438124,0,0,0
46,-0.00012421413828408613,-0.00012430016068733923,-0.00012421271896198127,-0.0001249434144880776,-0.0001242127185686942,0,0,0
47,-0.00012412386808834566,-0.000124197000251125,-0.00012412358691001879,-0.000124797159457109,-0.00012412359921792348,0,0,0
48,-0.0001234790574543762,-0.00012353059606539927,-0.00012351260486546112,-0.0001246547912581991,-0.00012351429719952733,0,0,0
49,-0.00012328082582215626,-0.0001233298040395714,-0.0001233160008291434,-0.0001244401567300185,-0.00012331775713036119,0,0,0
50,-0.00016570552358853796,-0.00016715097739241624,-0.00012684404698021123,-0.00012422795694022715,-0.00012669363118849585,0,0,0
51,-0.00016576452145330157,-0.0001672022043347543,-0.00012724303636711066,-0.0001247191717856083,-0.0001270934259707257,0,0,0
52,-0.00016582339635360903,-0.00016725324082995097,-0.00012764016864114992,-0.00012520578784606161,-0.00012749137306766745,0,0,0
53,-0.00016588214487437054,-0.00016730408718358182,-0.00012803542635622778,-0.00012568784593007198,-0.00012788745483516162,0,0,0
54,-0.00016594076540282608,-0.00016735474362199908,-0.0001284287928924288,-0.00012616538677255983,-0.00012828165445523453,0,0,0
55,-0.0001252702694369301,-0.0001253541614734477,-0.0001252881891463331,-0.00012663709124059397,-0.00012528924932943774,0,0,0
56,-0.0001250775720964975,-0.00012515557064139536,-0.00012509778544194327,-0.00012641136396856323,-0.00012509894121361163,0,0,0
57,-0.00012488384007861703,-0.00012495656087090244,-0.000124906288546629,-0.00012618747924079466,-0.00012490753628522478,0,0,0
58,-0.00012468918943268293,-0.00012475718167652804,-0.00012471380030193546,-0.00012596530212304112,-0.00012471513607458795,0,0,0
59,-0.00012449372341069798,-0.00012455747676406615,-0.0001245204133708233,-0.00012574470615228927,-0.00012452183304660356,0,0,0
60,-0.0001654104687272495,-0.00016683662523897858,-0.00012680973864211408,-0.00012552664694538308,-0.00012667185513244084,0,0,0
61,-0.00016545743738072104,-0.00016687843494507081,-0.00012712324202546755,-0.00012592839498925867,-0.00012698544226613428,0,0,0
62,-0.00016550434587541795,-0.00016692001748968343,-0.000127436108906237,-0.00012632530726020886,-0.0001272984139480049,0,0,0
63,-0.00016555118867419782,-0.00016696137392535447,-0.0001277482959492804,-0.00012671744416033691,-0.00012761072684291052,0,0,0
64,-0.0001655979612245506,-0.00016700250438223652,-0.00012805975917435153,-0.000127104866419957,-0.00012792233695928744,0,0,0
65,-0.0001248889943249426,-0.00012499176675233924,-0.0001249761988882947,-0.0001274863383650493,-0.00012498048295019658,0,0,0
66,-0.00012457688602985405,-0.0001246766916665326,-0.00012466619888352182,-0.0001271544778182365,-0.0001246705650999802,0,0,0
67,-0.00012426445624380667,-0.00012436149446084678,-0.00012435578275273528,-0.00012682346336489236,-0.0001243602272983968,0,0,0
68,-0.00012395172750299832,-0.0001240461835923684,-0.00012404497584738938,-0.00012649324886310654,-0.000124049495032712,0,0,0
69,-0.0001236387216249585,-0.000123730767656825,-0.00012373380258523525,-0.00012616379067216133,-0.00012373839283951192,0,0,0
70,-0.00016543131641078568,-0.00016686316428721592,-0.00012692150216365495,-0.00012583638889159142,-0.00012678115414743951,0,0,0
71,-0.00016547853820531865,-0.00016690465512803564,-0.0001272382205245026,-0.00012623032033515336,-0.00012709804333068674,0,0,0
72,-0.0001654641488245634,-0.0001668832396794412,-0.0001274189574420981,-0.00012661955743634712,-0.00012728008201716488,0,0,0
73,-0.0001655096124080313,-0.00016692298109449334,-0.0001277232349559032,-0.0001269924572002712,-0.00012758445006056052,0,0,0
74,-0.00016555500617597085,-0.00016696249426157494,-0.0001280268429196929,-0.00012736073653716096,-0.00012788817112126204,0,0,0
75,-0.00012480614668062938,-0.00012492939076668263,-0.00012489463917991105,-0.00012772316441887697,-0.00012489905791575494,0,0,0
76,-0.00012447923672393113,-0.0001245986745805544,-0.00012457023738179029,-0.00012737157451587212,-0.00012457475441676635,0,0,0
77,-0.00012415192257564267,-0.00012426780303188665,-0.00012424533038237872,-0.00012702098190399357,-0.00012424994154594638,0,0,0
78,-0.00012382423233456895,-0.00012393678701954125,-0.0001239199482978459,-0.00012667133518429963,-0.00012392464955527594,0,0,0
79,-0.0001234961933016232,-0.00012360563769136745,-0.00012359412029368187,-0.00012632258538547658,-0.00012359890768946834,0,0,0
80,-0.00016537526949208126,-0.0001668109950573532,-0.0001268031077372389,-0.00012597602905332848,-0.0001266620147617492,0,0,0
81,-0.0001654210862133848,-0.00016685099710572691,-0.00012711146470747002,-0.00012635341043941594,-0.00012697048674156886,0,0,0
82,-0.00016546683070850832,-0.00016689077277636576,-0.00012741910899060182,-0.00012672618611136665,-0.00012727826818851763,0,0,0
83,-0.00016551249815897784,-0.0001669303224003099,-0.00012772599463146462,-0.0001270944189555001,-0.00012758531316440225,0,0,0
84,-0.00016504253254323088,-0.0001664129743195297,-0.00012720847761549692,-0.00012745777909733524,-0.00012706530691856567,0,0,0
85,-0.00012257102130200592,-0.0001227186931779367,-0.0001228221124663631,-0.0001276768334195566,-0.00012283379704217668,0,0,0
86,-0.0001220913525048489,-0.00012223794273665044,-0.00012234348885930223,-0.00012718901478344424,-0.0001223552134541972,0,0,0
87,-0.00012161160701671335,-0.00012175716413148296,-0.00012186474991444207,-0.00012670145707491143,-0.00012187651302317582,0,0,0
88,-0.00012113179115565697,-0.00012127635980703877,-0.00012138590196964615,-0.00012621414993834178,-0.00012139770210961131,0,0,0
89,-0.000120651909468531,-0.00012079553211738147,-0.00012090695078557978,-0.00012572708328974168,-0.00012091878653075705,0,0,0
90,-0.00016474101286587494,-0.00016616482810572598,-0.0001251190918113787,-0.00012524172309958946,-0.0001249711639932771,0,0,0
91,-0.00016477277487108422,-0.00016619133223063742,-0.00012533954591867458,-0.00012548350811290686,-0.00012519171167460152,0,0,0
92,-0.00016480430755880848,-0.00016621759720305773,-0.00012555819946156622,-0.0001257221944541853,-0.00012541055949564673,0,0,0
93,-0.0001648356315723748,-0.00016624364383041934,-0.00012577518419971013,-0.0001259580128782467,-0.00012562781847088366,0,0,0
94,-0.00016486676042501368,-0.00016626948768009962,-0.00012599058901032522,-0.00012619115011439642,-0.00012584356198371837,0,0,0
95,-0.00012130539593390998,-0.00012145427753540216,-0.00012155532157364534,-0.00012642031018271106,-0.00012156696151279123,0,0,0
96,-0.00012073688425830398,-0.00012088557900033825,-0.00012099506422403205,-0.00012593217871644357,-0.00012100706261463311,0,0,0
97,-0.00012025179959545273,-0.00012039948669640309,-0.00012051096230351499,-0.0001254394690265226,-0.00012052299831386338,0,0,0
98,-0.00011976664398531178,-0.00011991336806204012,-0.00012002675345418546,-0.0001249470017146126,-0.00012003882569221469,0,0,0
99,-0.00011928142412790832,-0.000119427226209593,-0.0001195424441723536,-0.0001244547671720597,-0.00011955455123467962,0,0,0
100,-0.0001645478998889155,-0.00016600290290656017,-0.00012385668262327343,-0.00012396426907963055,-0.00012370517513455857,0,0,0
101,-0.00016458004932998815,-0.00016602972475083578,-0.00012408201016285368,-0.0001242119495283678,-0.0001239305132561075,0,0,0
102,-0.0001646119472484181,-0.00016605628911374513,-0.00012430536285809924,-0.00012445632301570696,-0.00012415399832216067,0,0,0
103,-0.00016464362319166482,-0.00016608262241625703,-0.00012452693605101927,-0.00012469766244326274,-0.00012437579842191403,0,0,0
104,-0.00016467509438230666,-0.00016610874317964596,-0.00012474685214160396,-0.00012493618325312594,-0.00012459601673804998,0,0,0
105,-0.00011995188014093605,-0.0001201036776717912,-0.00012020705494357742,-0.00012517057487696937,-0.00012021893830195474,0,0,0
106,-0.00011946700453138281,-0.00011961766111098448,-0.00011972327594852672,-0.00012467712261579055,-0.00011973520130656779,0,0,0
107,-0.00011898204860921468,-0.000119131615084771,-0.00011923937660197392,-0.00012418394206787698,-0.00011925134239784807,0,0,0
108,-0.00012032603135563314,-0.0001204589702537212,-0.00012043930711971517,-0.00012369146855957357,-0.00012044486985125057,0,0,0
109,-0.00011996692013168053,-0.0001200964615670741,-0.00012008261115653896,-0.0001233097341646827,-0.00012008826798837191,0,0,0
110,-0.00016483477045760363,-0.00016635001199095224,-0.00012356892827629305,-0.00012293029955412816,-0.00012341801246675387,0,0,0
111,-0.00016487934701745366,-0.00016638864296986632,-0.00012387752500450766,-0.00012330297341848652,-0.0001237266290856742,0,0,0
112,-0.0001649238656622459,-0.00016642704751728687,-0.00012418558681137837,-0.00012367099047534192,-0.000124034734669074,0,0,0
113,-0.00016496832083503222,-0.00016646522581429567,-0.00012449306353158328,-0.0001240344148219985,-0.00012434227919310147,0,0,0
114,-0.00016501270830302506,-0.0001665031785937082,-0.00012479990475081304,-0.00012439331107071182,-0.00012464921231701177,0,0,0
115,-0.00012124428813777676,-0.0001213982909678718,-0.00012134366992134104,-0.00012474635746569372,-0.00012134868820776079,0,0,0
116,-0.00012088725177473891,-0.00012103658125380945,-0.0001209895656803417,-0.00012435951036153357,-0.00012099469934417239,0,0,0
117,-0.00012052974940047645,-0.00012067469092478244,-0.00012063489165409002,-0.00012397376721134834,-0.0001206401363493681,0,0,0
118,-0.00012017181272411304,-0.000120312633063952,-0.00012027968009778456,-0.00012358907572776356,-0.00012028503155776971,0,0,0
119,-0.00011981347026603473,-0.00011995041898610226,-0.00011992396137658234,-0.0001232053859435156,-0.00011992941542507518,0,0,0
120,-0.00016509650696640177,-0.00016662183057788437,-0.00012406915421404153,-0.00012282429368738024,-0.0001239120519536274,0,0,0
121,-0.0001651481934349719,-0.0001666661468382824,-0.00012442764936653193,-0.00012325003239528786,-0.0001242711183513423,0,0,0
122,-0.00016519976077717158,-0.00016671025982019472,-0.00012478467226726854,-0.00012367148004700844,-0.00012462872758368216,0,0,0
123,-0.00016525120728121177,-0.00016675417038093055,-0.00012514019618970696,-0.00012408868653624117,-0.00012498485273736203,0,0,0
124,-0.00016530252937638546,-0.0001667978787015717,-0.00012549419492791314,-0.00012450170167180308,-0.00012533946740838964,0,0,0
125,-0.00012223918080717488,-0.00012240111039191591,-0.00012227551566865947,-0.00012490920460897392,-0.0001222776461414976,0,0,0
126,-0.00012196130198622312,-0.00012211493923193706,-0.00012200089645338141,-0.0001245847499179864,-0.00012200316263006438,0,0,0
127,-0.0001216823551758428,-0.00012182833715099428,-0.00012172514895691822,-0.00012426220300881474,-0.00012172754702906906,0,0,0
128,-0.00012140242533169975,-0.00012154133906392527,-0.00012144834709460372,-0.00012394146115148107,-0.0001214508730727637,0,0,0
129,-0.000121121593875535,-0.0001212539795120865,-0.00012117056330482323,-0.00012362242672591005,-0.00012117321303542817,0,0,0
130,-0.00016516429028144263,-0.00016667539511387608,-0.00012455474726975058,-0.00012330642216128784,-0.00012439988705686744,0,0,0
131,-0.00016521569553561098,-0.00016671957916191305,-0.00012490959696234038,-0.0001237297489612621,-0.00012475527636195193,0,0,0
132,-0.00016512994625608068,-0.00016662527506526302,-0.00012494345622885095,-0.0001241486546996229,-0.00012479194428665518,0,0,0
133,-0.0001651777158259371,-0.00016666625459045125,-0.00012527226792375943,-0.0001245372255046151,-0.000125121097122729,0,0,0
134,-0.00016522538183114165,-0.00016670701841607294,-0.00012559994171751132,-0.000124921471526932,-0.00012544913272926727,0,0,0
135,-0.00012226664794216135,-0.00012242049640000808,-0.00012233204738582693,-0.00012530009356678917,-0.00012233551914299533,0,0,0
136,-0.00012194969683742119,-0.00012209745235617465,-0.00012201827152526933,-0.00012494641316475707,-0.0001220218705320253,0,0,0
137,-0.00012163205558177958,-0.00012177413554087913,-0.00012170370664596808,-0.00012459417078435674,-0.00012170742839790139,0,0,0
138,-0.00012131377620230588,-0.00012145056773769813,-0.00012138840226248226,-0.00012424329363069808,-0.00012139224227781797,0,0,0
139,-0.00012099490617072994,-0.00012112676851761483,-0.00012107240449974576,-0.0001238937122928574,-0.00012107635830236773,0,0,0
140,-0.00016505750571478515,-0.00016656253215125872,-0.00012444526004849797,-0.00012354676954908994,-0.0001242933955796177,0,0,0
141,-0.00016510540811098318,-0.00016660384813212026,-0.00012477551804953134,-0.0001239422642832888,-0.0001246239610688926,0,0,0
142,-0.0001651532154646923,-0.00016664494833985077,-0.00012510472204687705,-0.00012433333939886992,-0.00012495349250177368,0,0,0
143,-0.00016520092334789627,-0.00016668583310831985,-0.00012543283323243837,-0.0001247200531249548,-0.0001252819510248937,0,0,0
144,-0.0001653959674237848,-0.0001668756183164488,-0.0001260982239230446,-0.0001251025697027508,-0.00012594554438793314,0,0,0
145,-0.00012288818896645127,-0.0001230468806555307,-0.00012292398687225093,-0.00012550823755113738,-0.00012292608385061187,0,0,0
146,-0.00012261299004320326,-0.00012276349552417631,-0.0001226520141960108,-0.0001251870324469062,-0.00012265424543522085,0,0,0
147,-0.00012233672803954154,-0.00012247968145244037,-0.00012237891769206643,-0.00012486772845841652,-0.00012238127937808986,0,0,0
148,-0.00012205948791679077,-0.00012219547319671398,-0.00012210477137761022,-0.00012455022238600956,-0.0001221072595153294,0,0,0
149,-0.00012178135265003442,-0.00012191090648670299,-0.0001218296489982118,-0.00012423441611163487,-0.000121832259422745,0,0,0
150,-0.0001652586704777259,-0.00016675394750599704,-0.00012516970993967425,-0.0001239216140694732,-0.00012501686946243983,0,0,0
151,-0.00016531005060679228,-0.00016679814488335332,-0.000125522584182437,-0.00012434293156297958,-0.00012537027970171977,0,0,0
152,-0.00016536131424649213,-0.00016684213638483157,-0.00012587403318681245,-0.00012475992587525296,-0.00012572228016247245,0,0,0
153,-0.00016541245837785212,-0.0001668859225593361,-0.00012622402912278895,-0.00012517264786198967,-0.00012607284283360442,0,0,0
154,-0.00016546348050533842,-0.00016692950402084737,-0.00012657254493561143,-0.00012558114836756838,-0.00012642194047361998,0,0,0
155,-0.0001233945431372707,-0.00012354780291793876,-0.00012343245846104133,-0.00012598413866099723,-0.00012343464367717605,0,0,0
156,-0.0001233780904367371,-0.00012352731130350013,-0.00012340240482129782,-0.0001256642551201548,-0.00012340392188514237,0,0,0
157,-0.00012313010488070126,-0.0001232705274672574,-0.0001231574316192774,-0.00012536824700740357,-0.00012315907703051797,0,0,0
158,-0.00012288086223347677,-0.00012301322945485637,-0.00012291117085197923,-0.00012507433923434453,-0.00012291294157183662,0,0,0
159,-0.00012263047587350112,-0.0001227554662432695,-0.00012266371853803638,-0.0001247824106402662,-0.0001226656111202973,0,0,0
160,-0.00016544281281288348,-0.000166920963879843,-0.00012599577285645424,-0.00012449373426994814,-0.0001258435588261042,0,0,0
161,-0.00016549643105661011,-0.00016696703978581363,-0.0001263619648972014,-0.000124930629790716,-0.00012621041131750555,0,0,0
162,-0.00016554992427607494,-0.00016701291560769493,-0.00012672653459766314,-0.0001253632213249234,-0.0001265756542631835,0,0,0
163,-0.0001656032889981854,-0.00016705859173877401,-0.00012708946013182177,-0.00012579155556338484,-0.00012693926563906222,0,0,0
164,-0.00016565652296790688,-0.0001671040686345848,-0.00012745071892103832,-0.00012621567918559727,-0.00012730122264580923,0,0,0
165,-0.0001243488469032522,-0.00012449793861340984,-0.00012437320409102725,-0.0001266343114225099,-0.00012437472297700756,0,0,0
166,-0.00012410084270427752,-0.00012424114690293752,-0.00012412821166038146,-0.00012633833367491575,-0.00012412985885414617,0,0,0
167,-0.00012385158320371182,-0.0001239838420179157,-0.00012388193349225252,-0.00012604445457503055,-0.0001238837059493636,0,0,0
168,-0.000123003140212673,-0.0001231257484101228,-0.00012307927978579268,-0.000125752404022349,-0.00012308314051236112,0,0,0
169,-0.00012269102658415908,-0.0001228093865795654,-0.00012276979042608272,-0.00012541332857614494,-0.00012277375455602702,0,0,0
170,-0.00016530106117633724,-0.00016676378007319414,-0.00012602397422727617,-0.0001250767328869673,-0.00012587795492097654,0,0,0
171,-0.00016534882953803842,-0.00016680520483329796,-0.00012634852920363702,-0.00012546921918445974,-0.00012620278708832755,0,0,0
172,-0.00016539650572626574,-0.0001668464109173029,-0.00012667207902878895,-0.00012585723668830372,-0.00012652663406873988,0,0,0
173,-0.00016544408564970193,-0.00016688739876376645,-0.0001269945841193787,-0.00012624084424443072,-0.00012684945621661337,0,0,0
174,-0.00016549156498784802,-0.0001669281687405111,-0.00012731600614830806,-0.0001266201008968304,-0.00012717121514260298,0,0,0
175,-0.00012411437619758435,-0.00012425807876293327,-0.00012417862280650227,-0.0001269937551324829,-0.00012418201086425996,0,0,0
176,-0.0001238046670752846,-0.00012394265922555935,-0.00012387195878148848,-0.00012664939651677365,-0.0001238754685601795,0,0,0
177,-0.00012349430043642195,-0.000123626980500689,-0.00012356453707620285,-0.000126306429220564,-0.00012356816409405224,0,0,0
178,-0.00012318332663305897,-0.00012331106355420118,-0.00012325640615832523,-0.00012596478116763232,-0.00012326014593921686,0,0,0
179,-0.00012287179106863167,-0.0001229949267800473,-0.0001229476105853,-0.0001256243835921589,-0.00012295145867575297,0,0,0
180,-0.00016549228214116058,-0.00016695297234306294,-0.00012658173922901805,-0.00012528664644243515,-0.00012643274852290221,0,0,0
181,-0.0001655442180301267,-0.00016699766355316725,-0.00012693447557231895,-0.00012570748129631326,-0.0001267860556247702,0,0,0
182,-0.0001655960330285894,-0.00016704214962303844,-0.00012728572209327104,-0.00012612401674726436,-0.00012713788743044628,0,0,0
183,-0.00016564772355735335,-0.00016708643071112306,-0.00012763545278965727,-0.00012653630270030523,-0.00012748821773965523,0,0,0
184,-0.00016569928798951166,-0.00016713050768604797,-0.00012798364217421197,-0.00012694438902084105,-0.0001278370208953672,0,0,0
185,-0.0001249163422302854,-0.000125065389424025,-0.00012494830515284329,-0.00012734702340361893,-0.0001249501948208187,0,0,0
186,-0.00012465333943473766,-0.00012479433291991636,-0.00012468840954159454,-0.00012703896940024272,-0.00012469042893771486,0,0,0
187,-0.0001243892472424954,-0.00012452283543914423,-0.0001244273681747654,-0.0001267328406983481,-0.0001244295136038298,0,0,0
188,-0.0001241241584608188,-0.0001242509359765459,-0.00012416526159415243,-0.000126428529186432,-0.00012416752915158424,0,0,0
189,-0.00012385815947139306,-0.00012397867122948325,-0.00012390216621628204,-0.00012612593216281053,-0.00012390455178246996,0,0,0
190,-0.00016556786011449193,-0.00016701360941418552,-0.00012710976252708006,-0.00012582629612114204,-0.00012696297315903938,0,0,0
191,-0.00016561949949047222,-0.00016705812921054497,-0.0001274587104803393,-0.00012624390736784563,-0.0001273124654216029,0,0,0
192,-0.00016565063546896352,-0.00016708205524534504,-0.00012775782534590551,-0.00012665718534366377,-0.0001276124913267629,0,0,0
193,-0.00016570151732877737,-0.00016712574373469792,-0.00012810038407626734,-0.00012706243709998953,-0.00012795559230662333,0,0,0
194,-0.000165752275736063,-0.00016716922416953216,-0.00012844148671642741,-0.00012746346043746026,-0.00012829725239583699,0,0,0
195,-0.00012540004823663185,-0.00012554413674108978,-0.0001254370989032183,-0.00012785902120993398,-0.00012543922024274234,0,0,0
196,-0.00012513073667085706,-0.00012526742698151406,-0.0001251708792698436,-0.0001275475737729337,-0.00012517312811926028,0,0,0
197,0.0,0.0,0.0,0.0,0.0,0,0,0
198,0.0,0.0,0.0,0.0,0.0,0,0,0
199,0.0,0.0,0.0,0.0,0.0,0,0,0
200,0.0,0.0,0.0,0.0,0.0,0,0,0
201,0.0,0.0,0.0,0.0,0.0,0,0,0
202,0.0,0.0,0.0,0.0,0.0,0,0,0
203,0.0,0.0,0.0,0.0,0.0,0,0,0
204,0.0,0.0,0.0,0.0,0.0,0,0,0
205,0.0,0.0,0.0,0.0,0.0,0,0,0
206,0.0,0.0,0.0,0.0,0.0,0,0,0
207,0.0,0.0,0.0,0.0,0.0,0,0,0
208,0.0,0.0,0.0,0.0,0.0,0,0,0
209,0.0,0.0,0.0,0.0,0.0,0,0,0
210,0.0,0.0,0.0,0.0,0.0,0,0,0
211,0.0,0.0,0.0,0.0,0.0,0,0,0
212,0.0,0.0,0.0,0.0,0.0,0,0,0
213,0.0,0.0,0.0,0.0,0.0,0,0,0
214,0.0,0.0,0.0,0.0,0.0,0,0,0
215,0.0,0.0,0.0,0.0,0.0,0,0,0
216,0.0,0.0,0.0,0.0,0.0,0,0,0
217,0.0,0.0,0.0,0.0,0.0,0,0,0
218,0.0,0.0,0.0,0.0,0.0,0,0,0
219,0.0,0.0,0.0,0.0,0.0,0,0,0
220,0.0,0.0,0.0,0.0,0.0,0,0,0
221,0.0,0.0,0.0,0.0,0.0,0,0,0
222,0.0,0.0,0.0,0.0,0.0,0,0,0
223,0.0,0.0,0.0,0.0,0.0,0,0,0
224,0.0,0.0,0.0,0.0,0.0,0,0,0
225,0.0,0.0,0.0,0.0,0.0,0,0,0
226,0.0,0.0,0.0,0.0,0.0,0,0,0
227,0.0,0.0,0.0,0.0,0.0,0,0,0
228,0.0,0.0,0.0,0.0,0.0,0,0,0
229,0.0,0.0,0.0,0.0,0.0,0,0,0
230,0.0,0.0,0.0,0.0,0.0,0,0,0
231,0.0,0.0,0.0,0.0,0.0,0,0,0
232,0.0,0.0,0.0,0.0,0.0,0,0,0
233,0.0,0.0,0.0,0.0,0.0,0,0,0
234,0.0,0.0,0.0,0.0,0.0,0,0,0
235,0.0,0.0,0.0,0.0,0.0,0,0,0
236,0.0,0.0,0.0,0.0,0.0,0,0,0
237,0.0,0.0,0.0,0.0,0.0,0,0,0
238,0.0,0.0,0.0,0.0,0.0,0,0,0
239,0.0,0.0,0.0,0.0,0.0,0,0,0
240,0.0,0.0,0.0,0.0,0.0,0,0,0
241,0.0,0.0,0.0,0.0,0.0,0,0,0
242,0.0,0.0,0.0,0.0,0.0,0,0,0
243,0.0,0.0,0.0,0.0,0.0,0,0,0
244,0.0,0.0,0.0,0.0,0.0,0,0,0
245,0.0,0.0,0.0,0.0,0.0,0,0,0
246,0.0,0.0,0.0,0.0,0.0,0,0,0
247,0.0,0.0,0.0,0.0,0.0,0,0,0
248,0.0,0.0,0.0,0.0,0.0,0,0,0
249,0.0,0.0,0.0,0.0,0.0,0,0,0
250,0.0,0.0,0.0,0.0,0.0,0,0,0
251,0.0,0.0,0.0,0.0,0.0,0,0,0
252,0.0,0.0,0.0,0.0,0.0,0,0,0
253,0.0,0.0,0.0,0.0,0.0,0,0,0
