iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4AttackerUnit
0,2024-06-13 17:28:41.210647,3.0509999999999993,3.0509999999999993,-15.24,-15.24,-15.24,-15.24,-15.24,1450.0,1.0,1450.0,1.0,0
1,2024-06-13 17:28:47.277076,3.364747310338268,3.2481728419515297,77.71089056501289,78.09886954336274,54.490973682758714,54.34660723729726,54.34743538299764,213.93606607871055,1.0,286.1669393185446,1.0,0
2,2024-06-13 17:28:53.088396,3.671706680238054,3.448975230608928,77.72142576920038,78.10417397424146,54.798965764409395,54.54380094307692,54.66112571087362,212.94852887749113,1.0,284.20557790288825,1.0,0
3,2024-06-13 17:28:57.112840,3.9730355490850666,3.652260528590001,77.73184060322329,78.10954460226385,55.101232666602314,54.74461778998197,54.96803862069711,211.94866761295918,1.0,282.2666260572955,1.0,0
4,2024-06-13 17:29:02.648570,4.269386479439203,3.8573869850878624,77.74215289002028,78.11496355561667,55.39847476176433,54.94791390819682,55.26932702643835,210.93980951868002,1.0,280.3467656472929,1.0,0
5,2024-06-13 17:29:07.587492,4.5611953285259075,4.063929165027548,77.75237425762343,78.1204211601105,55.69114737595791,55.15304874088841,55.56564153782059,209.92375565910302,1.0,278.44383185737166,1.0,0
6,2024-06-13 17:29:13.952313,4.848784209364241,4.271574945075252,77.7625131310376,78.12591115960642,55.97958218154292,55.359597484289786,55.85741698053596,208.90167075295096,1.0,276.55625618642136,1.0,1
7,2024-06-13 17:29:18.176795,5.13240509219375,4.4800819539734755,77.772575984813,78.13142903903221,56.26403671594629,55.56724840701358,56.144974828241295,207.87439538083257,1.0,274.68283325362637,1.0,1
8,2024-06-13 17:29:23.349486,5.412262971912664,4.689254453077714,77.78256799949959,78.13697133657037,56.54471948834151,55.77575940217943,56.42856662086847,206.8425740366984,1.0,272.82259858496917,1.0,1
9,2024-06-13 17:29:29.164416,5.688529467850313,4.898929779961343,77.79249344420339,78.14253528447517,56.82180446771555,55.98493492038162,56.70839704612855,205.80672199767008,1.0,270.9747573918744,1.0,1
10,2024-06-13 17:29:33.225834,5.961351417859189,5.108969791167946,77.80235591676629,78.14811860129554,57.095440130910205,56.194612440779274,56.98463749421723,204.76726400634968,1.0,269.1386398564531,1.0,1
11,2024-06-13 17:29:38.869555,6.2308566214479,5.319255150046815,77.812158503309,78.15371936219881,57.36575545809323,56.404653929537254,57.25743462617835,203.72455841293723,1.0,267.3136714290403,1.0,1
12,2024-06-13 17:29:43.764518,6.497157849317661,5.529681343118187,77.82190388899086,78.15933591324352,57.632864092104725,56.61494013722248,57.5269161013554,202.678913135246,1.0,265.4993522077978,1.0,1
13,2024-06-13 17:29:48.674275,6.762217511367896,5.743943104133954,77.83600952274622,78.17330159571029,57.8982431987281,56.82538963317302,57.79320819931183,200.078892267482,1.0,262.87327631036874,1.0,1
14,2024-06-13 17:29:54.271373,7.024285211263324,5.9581177146258515,77.8457261250264,78.17902702701535,58.16109580013357,57.03965086072938,58.058246009276466,199.01297651967386,1.0,261.0643157563563,1.0,1
15,2024-06-13 17:29:59.020539,7.283440349705665,6.172133306660575,77.85539318127113,78.18476422686724,58.421035531526215,57.25382449832419,58.32029264017682,197.94486979643185,1.0,259.2645792933544,1.0,1
16,2024-06-13 17:30:04.024586,7.41502965805982,6.381161243453186,65.58456354579012,77.45692455149943,58.60744174356714,57.46780988804231,58.578727492219166,333.44833329339417,1.0,0.0,0.0,1
17,2024-06-13 17:30:09.205536,7.547410230001209,6.587806409195254,65.67035433529439,77.46490610315226,58.73935489286378,57.67682361058624,58.71032000691926,331.9623908123197,1.0,0.0,0.0,1
18,2024-06-13 17:30:14.305202,7.680563285024556,6.792088817242008,65.75663649689955,77.4728814719734,58.87205317058961,57.88345481868945,58.84270372446248,330.4775994022024,1.0,0.0,0.0,1
19,2024-06-13 17:30:19.992747,7.8144696911315465,6.994028788530683,65.84339824126127,77.48085087818917,59.005517579088476,58.08772352424858,58.975859862193495,328.99391806303055,1.0,0.0,0.0,1
20,2024-06-13 17:30:23.977404,7.949110033478701,7.193646961973272,65.93062736725206,77.48881414559808,59.139728753357915,58.28965004675937,59.10976928580705,327.51137959861535,1.0,0.0,0.0,1
21,2024-06-13 17:30:29.504651,8.084464591697568,7.390964316347294,66.01831149233307,77.49677110198337,59.274667037030376,58.48925502376673,59.244412578068335,326.0300160709208,1.0,0.0,0.0,1
22,2024-06-13 17:30:34.073632,8.220513314571706,7.586002194816552,66.10643803756606,77.50472157913441,59.41031245851038,58.68655943276555,59.37977001612147,324.54985879606807,1.0,0.0,0.0,1
23,2024-06-13 17:30:39.351422,8.357235791664628,7.778782332503026,66.19499421084635,77.51266541286022,59.54664470428608,58.88158461573326,59.51582154615305,323.0709383418528,1.0,0.0,0.0,1
24,2024-06-13 17:30:45.913519,8.494611221376463,7.969326887635581,66.28396698807832,77.52060244299409,59.68364308897108,59.07435230671556,59.65254675500431,321.59328452684963,1.0,0.0,0.0,1
25,2024-06-13 17:30:50.645020,8.631522179734638,8.155888129457306,66.35550553250128,77.523765445469,59.820822139486225,59.26487499152688,59.78992024036765,321.0044216152682,1.0,0.0,0.0,1
26,2024-06-13 17:30:56.429304,8.583376457879137,8.18369694893579,59.7950213376411,59.6174433674213,59.92201692114107,59.45090427034108,59.9264775732139,0.0,0.0,0.0,0.0,1
27,2024-06-13 17:31:00.833090,8.538832544074294,8.207903960676703,59.764422311877084,59.6128697916625,59.87447542997014,59.4787094331348,59.87833783384043,0.0,0.0,0.0,0.0,1
28,2024-06-13 17:31:05.578229,8.497836329881354,8.228563273118898,59.736051399881944,59.608307196377595,59.83048732609878,59.50291326953022,59.833799423104246,0.0,0.0,0.0,0.0,1
29,2024-06-13 17:31:10.873016,8.46032933990149,8.245733361647204,59.709876537958905,59.60375906072833,59.78999920268169,59.52356988158018,59.79280823951302,0.0,0.0,0.0,0.0,1
30,2024-06-13 17:31:16.400902,8.426247855006237,8.259477945365724,59.68586373628576,59.59923064790525,59.75295333535339,59.54073773809067,59.75530581510399,0.0,0.0,0.0,0.0,1
31,2024-06-13 17:31:21.705903,8.395521807322938,8.269867092117252,59.66397728968173,59.59473060551135,59.71928681976515,59.55448055156461,59.72122843881571,0.0,0.0,0.0,0.0,1
32,2024-06-13 17:31:26.148561,8.368073351116855,8.27697864765503,59.644180577108315,59.59027410729252,59.68893048489319,59.564868383753016,59.69050605165533,0.0,0.0,0.0,0.0,1
33,2024-06-13 17:31:31.463048,8.343815120680626,8.280899977686039,59.62643872542832,59.58589028166101,59.661807501618064,59.5719790765394,59.6630608179535,0.0,0.0,0.0,0.0,1
34,2024-06-13 17:31:36.889648,8.322648793826756,8.281729404660744,59.61072758409841,59.581643088362306,59.637831747298705,59.57590000183373,59.638805384310515,0.0,0.0,0.0,0.0,1
35,2024-06-13 17:31:41.460447,8.304469001988071,8.279572296593178,59.597071314538304,59.577711038129,59.61690683190738,59.576729262875716,59.617641447669136,0.0,0.0,0.0,0.0,1
36,2024-06-13 17:31:47.310903,8.289145484330932,8.274558914327821,59.58545140043394,59.574146311480675,59.5989283635956,59.57457162059754,59.59946364913271,0.0,0.0,0.0,0.0,1
37,2024-06-13 17:31:52.825051,8.27814844536839,8.271963048017293,59.57632658577879,59.569558883561,59.58385302488833,59.56955871454807,59.584142588692885,0.0,0.0,0.0,0.0,1
38,2024-06-13 17:31:59.540709,8.269562176507186,8.26695641162931,59.568520779520256,59.56544325024243,59.57296350633324,59.56696237370667,59.57314661428884,0.0,0.0,0.0,0.0,1
39,2024-06-13 17:32:04.198471,8.262267653658041,8.260658029285853,59.56102871036612,59.55907391961652,59.5644254373068,59.561955380119166,59.56456082265372,0.0,0.0,0.0,0.0,1
40,2024-06-13 17:32:09.724738,8.255425805804872,8.253906972031508,59.55401568546232,59.55232961310554,59.55714621298939,59.555656856285424,59.55726645127519,0.0,0.0,0.0,0.0,1
