iteration,timestamp,T1,V5F,J5,V5
0,2025-11-06 20:54:45.086791,0.0,0.0,0.0,1
1,2025-11-06 20:54:48.154887,3.191578061938476,130.7858810844209,55.54426850300372,1
2,2025-11-06 20:54:51.199876,3.3316551302543784,130.31217105321957,55.67726145879922,1
3,2025-11-06 20:54:54.336902,3.471224829765587,129.83256210077343,55.80968126516209,1
4,2025-11-06 20:54:57.021258,3.6102808508230915,129.34711217326367,55.94152311301197,1
5,2025-11-06 20:55:00.230985,3.748816931465122,128.85586183301712,56.072782384522164,1
6,2025-11-06 20:55:03.263022,3.886826867627368,-52.94266461476127,54.983684951006566,1
7,2025-11-06 20:55:05.895472,3.830123093545322,-53.239992265048386,54.924915408839375,1
8,2025-11-06 20:55:08.567785,3.773100871313096,-53.514150134788,54.86597966160114,1
9,2025-11-06 20:55:11.338983,3.7157850157849275,-53.766780998216746,54.80689310997156,1
10,2025-11-06 20:55:14.190163,3.658198581450064,-53.99945229953573,54.747669596827045,1
11,2025-11-06 20:55:17.203956,3.6003629464146654,129.5664993125456,55.93486260654285,1
12,2025-11-06 20:55:19.608704,3.7391340009493494,145.27820940998026,56.31907426572232,1
13,2025-11-06 20:55:22.261894,3.894732941014313,144.5989410956372,56.46356920097551,1
14,2025-11-06 20:55:24.122205,4.049604359963253,143.91599030147972,56.60732072077505,1
15,2025-11-06 20:55:26.919560,4.203744315689718,143.2293946925256,56.75032652027991,1
16,2025-11-06 20:55:29.721967,4.357148895208728,-28.558952133721505,55.588977135011476,1
