iteration,timestamp,T4
0,2025-02-20 01:19:04.573579,2.5
1,2025-02-20 01:20:30.939146,2.51946097346486
2,2025-02-20 01:22:00.802350,2.54088562998549
3,2025-02-20 01:23:29.297414,2.56230564933971
4,2025-02-20 01:24:58.022657,2.58372098240252
5,2025-02-20 01:26:26.929506,2.6051315129045
6,2025-02-20 01:27:53.281752,2.62653734667492
7,2025-02-20 01:29:21.674078,2.64793829010544
8,2025-02-20 01:30:44.371118,2.6693343167325
9,2025-02-20 01:32:13.095882,2.69072526148592
10,2025-02-20 01:33:36.131053,2.71203843413769
11,2025-02-20 01:35:01.956438,2.7333440463227
12,2025-02-20 01:36:29.114091,2.75464188852328
13,2025-02-20 01:37:55.180004,2.80443971861621
14,2025-02-20 01:39:21.205598,2.85420200853426
15,2025-02-20 01:40:43.637496,2.90392875955845
16,2025-02-20 01:42:12.761484,2.95361965651735
17,2025-02-20 01:43:34.279481,3.00327497213162
18,2025-02-20 01:44:57.454289,3.0528944757513
19,2025-02-20 01:46:24.821546,3.10247806951353
20,2025-02-20 01:47:53.127960,3.15202585328402
21,2025-02-20 01:49:17.736276,3.20153766728799
22,2025-02-20 01:50:44.895194,3.25101350669867
23,2025-02-20 01:52:12.567682,3.30045333120135
24,2025-02-20 01:53:39.046711,3.3498571091009
25,2025-02-20 01:55:06.016570,3.40082717259905
26,2025-02-20 01:56:34.427223,3.45176016277904
27,2025-02-20 01:58:04.179784,3.50265586698688
28,2025-02-20 01:59:30.291826,3.55351432562469
29,2025-02-20 02:00:54.367369,3.60433553417989
30,2025-02-20 02:02:18.428503,3.65511948333951
31,2025-02-20 02:03:42.452392,3.7058659895624
32,2025-02-20 02:06:26.832965,3.7770126767885
33,2025-02-20 02:07:53.974711,3.80723924137712
34,2025-02-20 02:09:20.916988,3.85787597118517
35,2025-02-20 02:10:49.183842,3.90847530019654
36,2025-02-20 02:12:12.749251,3.95903713344948
37,2025-02-20 02:13:37.545128,4.02760317416048
38,2025-02-20 02:14:58.999733,4.09611444387563
39,2025-02-20 02:16:26.281611,4.16457086365069
40,2025-02-20 02:17:52.209661,4.23297236097932
41,2025-02-20 02:19:17.615194,4.30131899348273
42,2025-02-20 02:20:43.097749,4.36961059916391
43,2025-02-20 02:22:08.084622,4.4378473311755
44,2025-02-20 02:23:29.003122,4.50602906024543
45,2025-02-20 02:24:52.531405,4.44216224392938
46,2025-02-20 02:26:19.185078,4.37829552392643
47,2025-02-20 02:27:44.061891,4.31442878442851
48,2025-02-20 02:29:11.491190,4.25056204236637
49,2025-02-20 02:30:33.861892,4.19091928057493
50,2025-02-20 02:32:00.784502,4.1312765679977
51,2025-02-20 02:33:25.374311,4.07163384603729
52,2025-02-20 02:34:46.972160,4.01199114901982
53,2025-02-20 02:36:11.631966,3.95234853805749
54,2025-02-20 02:37:38.283333,3.89270583388041
55,2025-02-20 02:39:01.829212,3.83306330930567
56,2025-02-20 02:40:26.187542,3.77342068834393
57,2025-02-20 02:41:52.974211,3.71377815266878
58,2025-02-20 02:43:14.051177,3.65413557115238
59,2025-02-20 02:44:41.570312,3.59449312175753
60,2025-02-20 02:46:03.244430,3.53485056078275
61,2025-02-20 02:47:34.189703,3.47570501493677
62,2025-02-20 02:49:02.024420,3.41655946769706
63,2025-02-20 02:50:25.686907,3.35741393349535
64,2025-02-20 02:51:48.817929,3.29826841264713
65,2025-02-20 02:53:14.119910,3.23912284791256
66,2025-02-20 02:54:41.883438,3.1799773406635
67,2025-02-20 02:56:06.247778,3.12083185469368
68,2025-02-20 02:57:36.328850,3.06168627077872
69,2025-02-20 02:59:04.811821,3.00254088623643
70,2025-02-20 03:00:28.545485,2.94339550484774
71,2025-02-20 03:01:54.388526,3.02057352206887
72,2025-02-20 03:03:20.738843,3.09770917150504
73,2025-02-20 03:04:46.055870,3.15771781069252
74,2025-02-20 03:06:08.522777,3.21770009103509
75,2025-02-20 03:07:35.767220,3.27765592958436
76,2025-02-20 03:09:01.509025,3.33758519122308
77,2025-02-20 03:10:29.845056,3.39748802209142
78,2025-02-20 03:11:55.688357,3.45736439307703
79,2025-02-20 03:13:19.844207,3.51721420488977
80,2025-02-20 03:14:44.625757,3.57703731027225
81,2025-02-20 03:16:05.850924,3.63683387052315
82,2025-02-20 03:17:34.231442,3.69660389033484
83,2025-02-20 03:18:58.749831,3.75634720422723
84,2025-02-20 03:20:28.130433,3.81606380312987
85,2025-02-20 03:21:56.071407,3.86984407946329
86,2025-02-20 03:23:22.111202,3.92360187513393
87,2025-02-20 03:24:47.199382,3.97733711586718
88,2025-02-20 03:26:11.377920,4.03104974111825
89,2025-02-20 03:27:32.906615,4.08473968213271
90,2025-02-20 03:28:58.029061,4.13840706383996
91,2025-02-20 03:30:14.905370,4.19205170098829
92,2025-02-20 03:31:35.538145,4.24567368265163
93,2025-02-20 03:32:56.847411,4.29910931319119
94,2025-02-20 03:34:22.500676,4.35251775179198
95,2025-02-20 03:35:48.492426,4.40589902017906
96,2025-02-20 03:37:11.111706,4.45925297139377
97,2025-02-20 03:38:38.494863,4.50397096546861
98,2025-02-20 03:40:03.440394,4.40979467993669
99,2025-02-20 03:41:30.636686,4.31561455619918
100,2025-02-20 03:42:56.557654,4.22143455194938
101,2025-02-20 03:44:23.309585,4.12725460843954
102,2025-02-20 03:45:48.937939,4.03307460722037
103,2025-02-20 03:47:13.847093,3.93889464571685
104,2025-02-20 03:48:40.345858,3.84471474755761
105,2025-02-20 03:50:06.483140,3.75053485721828
106,2025-02-20 03:51:33.169865,3.65635494746438
107,2025-02-20 03:52:57.678834,3.56217507948
108,2025-02-20 03:54:21.666802,3.46799520333908
109,2025-02-20 03:55:42.692455,3.35820080379513
110,2025-02-20 03:57:06.025627,3.24840628475823
111,2025-02-20 03:58:26.375552,3.13861321722339
112,2025-02-20 03:59:53.031647,3.02882158502309
113,2025-02-20 04:01:22.305947,2.91903154943752
114,2025-02-20 04:02:47.809247,2.9517148992326
115,2025-02-20 04:04:14.422131,2.98438559250465
116,2025-02-20 04:05:41.745282,3.01697411648075
117,2025-02-20 04:07:11.350380,3.04954679343371
118,2025-02-20 04:08:34.007261,3.0821036542285
119,2025-02-20 04:10:05.564199,3.11464450042967
120,2025-02-20 04:11:28.404469,3.14716940718432
121,2025-02-20 04:12:54.683147,3.16166712272204
122,2025-02-20 04:14:20.515622,3.17616619020674
123,2025-02-20 04:15:52.772975,3.19066661527672
124,2025-02-20 04:17:18.699746,3.20516835538358
125,2025-02-20 04:18:46.369436,3.21967129459554
126,2025-02-20 04:20:13.685069,3.23417530508996
127,2025-02-20 04:21:37.257918,3.24868036715659
128,2025-02-20 04:23:05.042632,3.26318624338154
129,2025-02-20 04:24:31.950374,3.27769293264485
130,2025-02-20 04:26:01.955710,3.29220036129801
131,2025-02-20 04:27:25.842462,3.3067085745078
132,2025-02-20 04:28:47.917170,3.32121731801948
133,2025-02-20 04:30:10.087233,3.32803679843801
134,2025-02-20 04:31:34.478495,3.33486479400224
135,2025-02-20 04:32:57.696572,3.34170149578558
136,2025-02-20 04:34:27.178944,3.34854660805141
137,2025-02-20 04:35:54.312496,3.35540015089372
138,2025-02-20 04:37:14.344304,3.35989336063656
139,2025-02-20 04:38:45.242191,3.36433575727282
140,2025-02-20 04:40:10.809237,3.36872723534283
141,2025-02-20 04:41:35.273423,3.37306778189331
142,2025-02-20 04:44:21.777071,3.37957605058197
143,2025-02-20 04:45:47.961228,3.37991584787528
144,2025-02-20 04:47:11.536511,3.38059276269517
