iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4attack
24,2024-06-13 19:11:01.476952,9.495187879706409,8.081887167584501,77.94039643407012,78.23679169171947,60.639856427845054,59.16738488036384,60.55537149359266,188.258805786688,1.0,243.43934256528993,1.0,1
25,2024-06-13 19:11:06.271398,9.720988332955692,8.24426441639004,77.19926105988901,70.11869764404659,60.86902329089718,59.37731100007607,60.79096842833206,0.0,0.0,381.4180946454197,1.0,1
26,2024-06-13 19:11:10.864673,9.943895081714395,8.407023602888092,77.21185779912837,70.18953361178082,61.0929628883115,59.53969009703177,61.016750457266156,0.0,0.0,379.07293285571865,1.0,1
27,2024-06-13 19:11:14.996870,10.163988676323472,8.570094000339239,77.22440527212736,70.26049280638506,61.3140802024414,59.70245079217781,61.23963948885029,0.0,0.0,376.7369430669778,1.0,1
28,2024-06-13 19:11:19.224271,10.381343654220426,8.73341068482181,77.2369045324913,70.33154848469385,61.53245039296029,59.86552238528743,61.459716020052554,0.0,0.0,374.40992912725676,1.0,1
29,2024-06-13 19:11:23.633630,10.596029314721667,8.896913777104542,77.24935655028058,70.40267610091117,61.7481432858103,60.028839975752675,61.677054541661896,0.0,0.0,372.09171043834084,1.0,1
30,2024-06-13 19:11:32.168906,10.668000000000001,9.122197766160784,77.85691348421354,70.8593959808487,72.90303692108284,60.24854162767872,72.90303692108283,0.0,0.0,258.98154125457603,1.0,1
31,2024-06-13 19:11:36.524713,10.668000000000001,9.377892613723288,77.86367475697854,70.92949614403874,72.95455699833661,60.41818042489212,72.95455699833659,0.0,0.0,257.7227806946433,1.0,1
32,2024-06-13 19:11:41.544939,10.668000000000001,9.631544905233472,77.87391834930688,71.03519508208447,73.03225650680116,60.6738607842454,73.03225650680113,0.0,0.0,255.81570928027085,1.0,1
33,2024-06-13 19:11:46.016544,10.668000000000001,9.883158178301558,77.88414385043438,71.14010228164739,73.10938878366171,60.92749871144348,73.10938878366169,0.0,0.0,253.91200594331045,1.0,1
34,2024-06-13 19:11:50.239993,10.668000000000001,10.132736060700493,77.89435189183862,71.24421946359696,73.18596503384175,61.179097744328686,73.18596503384171,0.0,0.0,252.0115531202435,1.0,1
35,2024-06-13 19:11:54.584697,10.668000000000001,10.380282133437662,77.90454153897507,71.34754742628579,73.26197497154865,61.42866150994171,73.26197497154863,0.0,0.0,250.11452479720828,1.0,1
36,2024-06-13 19:11:59.444929,10.668000000000001,10.625800037274297,77.91471306370023,71.45008768678883,73.3374248954214,61.676193589299885,73.33742489542139,0.0,0.0,248.22087036210655,1.0,1
37,2024-06-13 19:12:09.701363,10.668000000000001,10.668000000000001,79.17982921307944,79.15833522231748,79.16353526247214,79.14988174659129,79.16353526247208,0.0,0.0,12.69150068300582,1.0,1
38,2024-06-13 19:12:14.417503,10.668000000000001,10.668000000000001,79.17982920925583,79.1583352175122,79.163535255804,79.14988174095669,79.16353525580398,0.0,0.0,12.691501394857273,1.0,1
39,2024-06-13 19:12:19.121500,10.668000000000001,10.668000000000001,79.17982927800175,79.15833530390549,79.16353537569121,79.14988184225759,79.16353537569117,0.0,0.0,12.691488596284234,1.0,1
40,2024-06-13 19:12:23.780732,10.668000000000001,10.668000000000001,79.17982929595371,79.15833532646582,79.16353540699794,79.14988186871079,79.16353540699791,0.0,0.0,12.691485254128137,1.0,1
41,2024-06-13 19:12:27.964132,10.668000000000001,10.668000000000001,79.17982917166513,79.15833517027188,79.16353519024901,79.14988168556484,79.16353519024895,0.0,0.0,12.691508393200106,1.0,1
42,2024-06-13 19:12:32.862202,10.662617730461315,10.65978931280394,61.96019529165246,61.95889960008705,61.96292212985188,61.96299831448562,61.96299922900845,0.0,0.0,0.0,0.0,0
43,2024-06-13 19:12:38.029059,10.655230834037132,10.653583252655174,61.95402002380507,61.95200256145818,61.957477767023526,61.954788309120474,61.9576163446847,0.0,0.0,0.0,0.0,0
44,2024-06-13 19:12:42.705726,10.648370147294095,10.646850982903091,61.94696825710826,61.94527228904828,61.95010877336326,61.94858208569314,61.95022962551561,0.0,0.0,0.0,0.0,0
45,2024-06-13 19:12:47.234206,10.641573764860949,10.640054408944588,61.94014326163734,61.938480635718534,61.94325019695504,61.941849795213976,61.94336895966696,0.0,0.0,0.0,0.0,0
46,2024-06-13 19:12:52.132037,10.634777285554188,10.633257931993418,61.93334682620966,61.931684150820644,61.936453811352386,61.93505322128685,61.93657257720245,0.0,0.0,0.0,0.0,0
47,2024-06-13 19:12:56.911164,10.627980807532886,10.626461453972118,61.926550347683936,61.92488767292389,61.929657332087466,61.92825674433533,61.9297760978961,0.0,0.0,0.0,0.0,0
48,2024-06-13 19:13:01.293121,10.621184329618659,10.619664975924046,61.91975386979041,61.918091195051,61.92286085406886,61.92146026631402,61.92297961987483,0.0,0.0,0.0,0.0,0
49,2024-06-13 19:13:06.442474,10.609981308239416,10.606208285466547,61.90729956683966,61.90304861414843,61.91588164404783,61.91466076773464,61.91618133273184,0.0,0.0,0.0,0.0,0
50,2024-06-13 19:13:11.217236,10.59790686774868,10.593623014379544,61.8954805639997,61.8906761769069,61.904633579608344,61.90120456800167,61.90497786538167,0.0,0.0,0.0,0.0,0
